IDDFS,160273485,123456780,ddluurdlldrruuldrd,30967,123456780
IDDFS,462301587,123456780,rdlurulldrdluruldrrulddr,136347,123456780
IDDFS,821574360,123456780,luruldrdlluurddrulldrulurrdd,176783,123456780
IDDFS,840156372,123456780,dllurdldrurdlulurdrulddr,148690,123456780
IDDFS,530478126,123456780,dldlurdruuldlurddrulldrr,152922,123456780
IDDFS,068314257,123456780,drrullddruldrruuldldrr,107902,123456780
IDDFS,453207186,123456780,rdluulddruuldrdr,11663,123456780
IDDFS,128307645,123456780,lurdrullddruldrruldr,57826,123456780
IDDFS,035684712,123456780,rdldrurdluldruulddruruldrd,163456,123456780
IDDFS,684317025,123456780,rurullddrurullddrruulldrdr,157792,123456780
IDDFS,028514637,123456780,drrdlurulldrdlurrdluurdd,150736,123456780
IDDFS,618273540,123456780,luuldrrulddruullddruldrr,131941,123456780
IDDFS,042385671,123456780,rdldrrulurdldruuldlurrdldr,164857,123456780
IDDFS,420385716,123456780,dllurddlurrullddrurd,64109,123456780
IDDFS,054672813,123456780,drdlururddluuldrurdldr,112196,123456780
IDDFS,314572680,123456780,luldruuldrurdluldrurdldr,129084,123456780
IDDFS,637218045,123456780,rruuldrdlulurdldrruldr,91450,123456780
IDDFS,430621875,123456780,ldruldldrulurrddlurd,38245,123456780
IDDFS,158274036,123456780,urdruulddruldlurdruuldrd,152883,123456780
IDDFS,130458726,123456780,dldruuldrdlurd,6724,123456780
